Day Index,Quantity,Impressions,Clicks,Day,Month,Year,Day of Week,Weekend,December,January,February,March,April,May,June,is monday,is tuesday,is wednesday,is thursday,is friday,is saturday,is sunday,Quantity per Impressions,Quantity per Clicks,Quantity_lag1,Impressions_lag1,Clicks_lag1,Quantity 7-day MA,Impressions 7-day MA,Clicks 7-day MA
2022-03-30,19,2479,431,30,3,2022,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.007664380798709157,0.04408352668213457,18.0,2038.0,514.0,22.714285714285715,1919.4285714285713,492.42857142857144
2022-03-31,14,1961,464,31,3,2022,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0071392146863844975,0.03017241379310345,19.0,2479.0,431.0,20.142857142857142,2010.857142857143,480.57142857142856
2022-04-01,9,2326,545,1,4,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.003869303525365434,0.01651376146788991,14.0,1961.0,464.0,18.0,2134.285714285714,491.2857142857143
2022-04-02,21,2434,527,2,4,2022,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.008627773212818405,0.03984819734345351,9.0,2326.0,545.0,17.571428571428573,2176.8571428571427,494.85714285714283
2022-04-03,24,2208,501,3,4,2022,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.010869565217391304,0.04790419161676647,21.0,2434.0,527.0,18.0,2155.1428571428573,495.42857142857144
2022-04-04,17,2348,498,4,4,2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.007240204429301534,0.03413654618473896,24.0,2208.0,501.0,17.428571428571427,2256.285714285714,497.14285714285717
2022-04-05,21,2252,456,5,4,2022,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.009325044404973356,0.046052631578947366,17.0,2348.0,498.0,17.857142857142858,2286.8571428571427,488.85714285714283
2022-04-06,20,2293,485,6,4,2022,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00872219799389446,0.041237113402061855,21.0,2252.0,456.0,18.0,2260.285714285714,496.57142857142856
2022-04-07,21,1965,464,7,4,2022,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.010687022900763359,0.04525862068965517,20.0,2293.0,485.0,19.0,2260.8571428571427,496.57142857142856
2022-04-08,17,1932,521,8,4,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.008799171842650104,0.03262955854126679,21.0,1965.0,464.0,20.142857142857142,2204.5714285714284,493.14285714285717
2022-04-09,24,2235,492,9,4,2022,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.010738255033557046,0.04878048780487805,17.0,1932.0,521.0,20.571428571428573,2176.1428571428573,488.14285714285717
2022-04-10,22,2071,593,10,4,2022,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.010622887493964268,0.03709949409780776,24.0,2235.0,492.0,20.285714285714285,2156.5714285714284,501.2857142857143
2022-04-11,24,1735,578,11,4,2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0138328530259366,0.04152249134948097,22.0,2071.0,593.0,21.285714285714285,2069.0,512.7142857142857
2022-04-12,19,1710,506,12,4,2022,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.011111111111111112,0.037549407114624504,24.0,1735.0,578.0,21.0,1991.5714285714287,519.8571428571429
2022-04-13,20,1778,506,13,4,2022,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.01124859392575928,0.039525691699604744,19.0,1710.0,506.0,21.0,1918.0,522.8571428571429
2022-04-14,20,1385,544,14,4,2022,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.01444043321299639,0.03676470588235294,20.0,1778.0,506.0,20.857142857142858,1835.142857142857,534.2857142857143
2022-04-15,21,1466,557,15,4,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.01432469304229195,0.03770197486535009,20.0,1385.0,544.0,21.428571428571427,1768.5714285714287,539.4285714285714
2022-04-16,11,1568,346,16,4,2022,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.00701530612244898,0.031791907514450865,21.0,1466.0,557.0,19.571428571428573,1673.2857142857142,518.5714285714286
2022-04-17,26,2004,573,17,4,2022,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.012974051896207584,0.04537521815008726,11.0,1568.0,346.0,20.142857142857142,1663.7142857142858,515.7142857142857
2022-04-18,31,1875,538,18,4,2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.016533333333333334,0.05762081784386617,26.0,2004.0,573.0,21.142857142857142,1683.7142857142858,510.0
2022-04-19,16,1836,547,19,4,2022,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.008714596949891068,0.029250457038391225,31.0,1875.0,538.0,20.714285714285715,1701.7142857142858,515.8571428571429
2022-04-20,16,1223,567,20,4,2022,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.013082583810302535,0.02821869488536155,16.0,1836.0,547.0,20.142857142857142,1622.4285714285713,524.5714285714286
2022-04-21,30,1215,556,21,4,2022,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.024691358024691357,0.0539568345323741,16.0,1223.0,567.0,21.571428571428573,1598.142857142857,526.2857142857143
2022-04-22,36,1163,470,22,4,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.030954428202923472,0.07659574468085106,30.0,1215.0,556.0,23.714285714285715,1554.857142857143,513.8571428571429
2022-04-23,16,1886,446,23,4,2022,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.008483563096500531,0.03587443946188341,36.0,1163.0,470.0,24.428571428571427,1600.2857142857142,528.1428571428571
2022-04-24,17,1916,518,24,4,2022,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.008872651356993737,0.032818532818532815,16.0,1886.0,446.0,23.142857142857142,1587.7142857142858,520.2857142857143
2022-04-25,23,1513,305,25,4,2022,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.01520158625247852,0.07540983606557378,17.0,1916.0,518.0,22.0,1536.0,487.0
2022-04-26,17,1130,115,26,4,2022,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.01504424778761062,0.14782608695652175,23.0,1513.0,305.0,22.142857142857142,1435.142857142857,425.2857142857143
2022-04-27,14,1430,154,27,4,2022,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.009790209790209791,0.09090909090909091,17.0,1130.0,115.0,21.857142857142858,1464.7142857142858,366.2857142857143
2022-04-28,12,1243,159,28,4,2022,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.009654062751407884,0.07547169811320754,14.0,1430.0,154.0,19.285714285714285,1468.7142857142858,309.57142857142856
2022-04-29,11,1323,131,29,4,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.008314436885865457,0.08396946564885496,12.0,1243.0,159.0,15.714285714285714,1491.5714285714287,261.14285714285717
2022-04-30,23,1394,282,30,4,2022,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.01649928263988522,0.08156028368794327,11.0,1323.0,131.0,16.714285714285715,1421.2857142857142,237.71428571428572
2022-05-01,9,1834,274,1,5,2022,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004907306434023991,0.032846715328467155,23.0,1394.0,282.0,15.571428571428571,1409.5714285714287,202.85714285714286
2022-05-02,19,1906,154,2,5,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009968520461699895,0.12337662337662338,9.0,1834.0,274.0,15.0,1465.7142857142858,181.28571428571428
2022-05-03,25,1743,133,3,5,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01434308663224326,0.18796992481203006,19.0,1906.0,154.0,16.142857142857142,1553.2857142857142,183.85714285714286
2022-05-04,16,1566,122,4,5,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.010217113665389528,0.13114754098360656,25.0,1743.0,133.0,16.428571428571427,1572.7142857142858,179.28571428571428
2022-05-05,18,1197,238,5,5,2022,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015037593984962405,0.07563025210084033,16.0,1566.0,122.0,17.285714285714285,1566.142857142857,190.57142857142858
2022-05-06,14,1624,106,6,5,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008620689655172414,0.1320754716981132,18.0,1197.0,238.0,17.714285714285715,1609.142857142857,187.0
2022-05-07,21,1822,78,7,5,2022,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.011525795828759604,0.2692307692307692,14.0,1624.0,106.0,17.428571428571427,1670.2857142857142,157.85714285714286
2022-05-08,14,1545,215,8,5,2022,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009061488673139158,0.06511627906976744,21.0,1822.0,78.0,18.142857142857142,1629.0,149.42857142857142
2022-05-09,15,2050,181,9,5,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007317073170731708,0.08287292817679558,14.0,1545.0,215.0,17.571428571428573,1649.5714285714287,153.28571428571428
2022-05-10,13,1938,166,10,5,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006707946336429308,0.0783132530120482,15.0,2050.0,181.0,15.857142857142858,1677.4285714285713,158.0
2022-05-11,15,1382,221,11,5,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01085383502170767,0.06787330316742081,13.0,1938.0,166.0,15.714285714285714,1651.142857142857,172.14285714285714
2022-05-12,14,1214,238,12,5,2022,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.011532125205930808,0.058823529411764705,15.0,1382.0,221.0,15.142857142857142,1653.5714285714287,172.14285714285714
2022-05-13,11,1816,177,13,5,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006057268722466961,0.062146892655367235,14.0,1214.0,238.0,14.714285714285714,1681.0,182.28571428571428
2022-05-14,19,1771,260,14,5,2022,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.010728402032749858,0.07307692307692308,11.0,1816.0,177.0,14.428571428571429,1673.7142857142858,208.28571428571428
2022-05-15,12,1584,129,15,5,2022,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007575757575757576,0.09302325581395349,19.0,1771.0,260.0,14.142857142857142,1679.2857142857142,196.0
2022-05-16,12,1459,156,16,5,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00822481151473612,0.07692307692307693,12.0,1584.0,129.0,13.714285714285714,1594.857142857143,192.42857142857142
2022-05-17,11,1232,109,17,5,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008928571428571428,0.10091743119266056,12.0,1459.0,156.0,13.428571428571429,1494.0,184.28571428571428
2022-05-18,11,1578,107,18,5,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00697084917617237,0.102803738317757,11.0,1232.0,109.0,12.857142857142858,1522.0,168.0
2022-05-19,20,1266,114,19,5,2022,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01579778830963665,0.17543859649122806,11.0,1578.0,107.0,13.714285714285714,1529.4285714285713,150.28571428571428
2022-05-20,13,1629,113,20,5,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00798035604665439,0.11504424778761062,20.0,1266.0,114.0,14.0,1502.7142857142858,141.14285714285714
2022-05-21,10,1279,113,21,5,2022,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.007818608287724784,0.08849557522123894,13.0,1629.0,113.0,12.714285714285714,1432.4285714285713,120.14285714285714
2022-05-22,20,1315,117,22,5,2022,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.015209125475285171,0.17094017094017094,10.0,1279.0,113.0,13.857142857142858,1394.0,118.42857142857143
2022-05-23,14,1813,124,23,5,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007722007722007722,0.11290322580645161,20.0,1315.0,117.0,14.142857142857142,1444.5714285714287,113.85714285714286
2022-05-24,19,1369,139,24,5,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013878743608473338,0.1366906474820144,14.0,1813.0,124.0,15.285714285714286,1464.142857142857,118.14285714285714
2022-05-25,10,1182,121,25,5,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.008460236886632826,0.08264462809917356,19.0,1369.0,139.0,15.142857142857142,1407.5714285714287,120.14285714285714
2022-05-26,20,969,124,26,5,2022,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02063983488132095,0.16129032258064516,10.0,1182.0,121.0,15.142857142857142,1365.142857142857,121.57142857142857
2022-05-27,13,1007,109,27,5,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.012909632571996028,0.11926605504587157,20.0,969.0,124.0,15.142857142857142,1276.2857142857142,121.0
2022-05-28,14,1336,113,28,5,2022,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.010479041916167664,0.12389380530973451,13.0,1007.0,109.0,15.714285714285714,1284.4285714285713,121.0
2022-05-29,19,1455,120,29,5,2022,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013058419243986255,0.15833333333333333,14.0,1336.0,113.0,15.571428571428571,1304.4285714285713,121.42857142857143
2022-05-30,16,1653,111,30,5,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009679370840895343,0.14414414414414414,19.0,1455.0,120.0,15.857142857142858,1281.5714285714287,119.57142857142857
2022-05-31,14,1791,84,31,5,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007816862088218872,0.16666666666666666,16.0,1653.0,111.0,15.142857142857142,1341.857142857143,111.71428571428571
2022-06-01,18,2083,128,1,6,2022,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.008641382621219395,0.140625,14.0,1791.0,84.0,16.285714285714285,1470.5714285714287,112.71428571428571
2022-06-02,15,1988,121,2,6,2022,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.007545271629778672,0.12396694214876033,18.0,2083.0,128.0,15.571428571428571,1616.142857142857,112.28571428571429
2022-06-03,15,1586,110,3,6,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.009457755359394703,0.13636363636363635,15.0,1988.0,121.0,15.857142857142858,1698.857142857143,112.42857142857143
2022-06-04,19,1382,115,4,6,2022,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.013748191027496382,0.16521739130434782,15.0,1586.0,110.0,16.571428571428573,1705.4285714285713,112.71428571428571
2022-06-05,20,1294,127,5,6,2022,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.015455950540958269,0.15748031496062992,19.0,1382.0,115.0,16.714285714285715,1682.4285714285713,113.71428571428571
2022-06-06,11,1418,124,6,6,2022,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.007757404795486601,0.08870967741935484,20.0,1294.0,127.0,16.0,1648.857142857143,115.57142857142857
2022-06-07,15,1592,118,7,6,2022,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.009422110552763818,0.1271186440677966,11.0,1418.0,124.0,16.142857142857142,1620.4285714285713,120.42857142857143
2022-06-08,13,1924,120,8,6,2022,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.006756756756756757,0.10833333333333334,15.0,1592.0,118.0,15.428571428571429,1597.7142857142858,119.28571428571429
2022-06-09,11,1910,112,9,6,2022,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005759162303664921,0.09821428571428571,13.0,1924.0,120.0,14.857142857142858,1586.5714285714287,118.0
2022-06-10,19,1850,114,10,6,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.01027027027027027,0.16666666666666666,11.0,1910.0,112.0,15.428571428571429,1624.2857142857142,118.57142857142857
2022-06-11,20,2166,115,11,6,2022,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.009233610341643583,0.17391304347826086,19.0,1850.0,114.0,15.571428571428571,1736.2857142857142,118.57142857142857
2022-06-12,14,1680,112,12,6,2022,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.008333333333333333,0.125,20.0,2166.0,115.0,14.714285714285714,1791.4285714285713,116.42857142857143
2022-06-13,22,1934,117,13,6,2022,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.011375387797311272,0.18803418803418803,14.0,1680.0,112.0,16.285714285714285,1865.142857142857,115.42857142857143
2022-06-14,16,2094,130,14,6,2022,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.007640878701050621,0.12307692307692308,22.0,1934.0,117.0,16.428571428571427,1936.857142857143,117.14285714285714
2022-06-15,9,2039,127,15,6,2022,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.004413928396272682,0.07086614173228346,16.0,2094.0,130.0,15.857142857142858,1953.2857142857142,118.14285714285714
2022-06-16,20,2118,136,16,6,2022,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.009442870632672332,0.14705882352941177,9.0,2039.0,127.0,17.142857142857142,1983.0,121.57142857142857
2022-06-17,15,2191,118,17,6,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.006846188954815153,0.1271186440677966,20.0,2118.0,136.0,16.571428571428573,2031.7142857142858,122.14285714285714
2022-06-18,16,1628,128,18,6,2022,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.009828009828009828,0.125,15.0,2191.0,118.0,16.0,1954.857142857143,124.0
2022-06-19,10,2196,132,19,6,2022,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.004553734061930784,0.07575757575757576,16.0,1628.0,128.0,15.428571428571429,2028.5714285714287,126.85714285714286
2022-06-20,15,1887,125,20,6,2022,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.00794912559618442,0.12,10.0,2196.0,132.0,14.428571428571429,2021.857142857143,128.0
2022-06-21,7,1538,129,21,6,2022,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.004551365409622887,0.05426356589147287,15.0,1887.0,125.0,13.142857142857142,1942.4285714285713,127.85714285714286
2022-06-22,17,1170,119,22,6,2022,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.01452991452991453,0.14285714285714285,7.0,1538.0,129.0,14.285714285714286,1818.2857142857142,126.71428571428571
2022-06-23,13,1374,135,23,6,2022,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.009461426491994178,0.0962962962962963,17.0,1170.0,119.0,13.285714285714286,1712.0,126.57142857142857
2022-06-24,15,1147,118,24,6,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.013077593722755012,0.1271186440677966,13.0,1374.0,135.0,13.285714285714286,1562.857142857143,126.57142857142857
2022-06-25,16,865,120,25,6,2022,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.018497109826589597,0.13333333333333333,15.0,1147.0,118.0,13.285714285714286,1453.857142857143,125.42857142857143
2022-06-26,13,1218,114,26,6,2022,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.010673234811165846,0.11403508771929824,16.0,865.0,120.0,13.714285714285714,1314.142857142857,122.85714285714286
2022-06-27,16,1311,106,27,6,2022,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.012204424103737605,0.1509433962264151,13.0,1218.0,114.0,13.857142857142858,1231.857142857143,120.14285714285714
2022-06-28,13,885,109,28,6,2022,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.014689265536723164,0.11926605504587157,16.0,1311.0,106.0,14.714285714285714,1138.5714285714287,117.28571428571429
2022-06-29,16,1000,60,29,6,2022,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.016,0.26666666666666666,13.0,885.0,109.0,14.571428571428571,1114.2857142857142,108.85714285714286
2022-06-30,8,875,65,30,6,2022,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.009142857142857144,0.12307692307692308,16.0,1000.0,60.0,13.857142857142858,1043.0,98.85714285714286
